,Data,Result,Reason
32848,coordination,1,in sample of hard skills
32849,Lead PFMEA,1,in sample of hard skills
32850,corrective actions,0,not detected as hard skill
32851,Zero Defect program,1,in sample of hard skills
32852,continuous improvement activities,0,not detected as hard skill
32853,scrap,0,not detected as hard skill
32854,Electrical or Mechanical Engineering Degree,1,in sample of hard skills
32855,8D,1,in sample of hard skills
32856,PFMEA,1,more than one capital letter
32857,Thorough understanding,0,not detected as hard skill
32858,automation,1,in sample of hard skills
32859,interpersonal skills,0,not detected as hard skill
32860,Strong analytical and communication skills,1,in sample of hard skills
32861,TD,1,more than one capital letter
32862,business segment CIO technology areas,1,in sample of hard skills
32863,a heightened focus,1,in sample of hard skills
32864,troubleshooting incident,1,unusual word
32865,deployment,1,in sample of hard skills
32866,prioritization,1,unusual word
32867,escalation,0,not detected as hard skill
32868,operational availability levels,1,in sample of hard skills
32869,packaging,0,not detected as hard skill
32870,a timely manner,0,not detected as hard skill
32871,planning implementations,1,in sample of hard skills
32872,parallel work streams,0,not detected as hard skill
32873,stakeholders,1,not in english dictionary
32874,availability targets,0,not detected as hard skill
32875,prompt,0,not detected as hard skill
32876,controlled and timely incident resolution,1,in sample of hard skills
32877,effective and defect-free support,0,not detected as hard skill
32878,accurate documentation,1,in sample of hard skills
32879,"e.g. functional, security, integration, performance, quality, operations",1,in sample of hard skills
32880,-,0,not detected as hard skill
32881,solution designers,1,in sample of hard skills
32882,communicator,1,unusual word
32883,tracker,0,not detected as hard skill
32884,escalator,0,not detected as hard skill
32885,Monitor system life cycles,1,in sample of hard skills
32886,both specs,0,not detected as hard skill
32887,functionality support business objectives,1,in sample of hard skills
32888,meaningful metrics,1,in sample of hard skills
32889,performance and resource utilization,1,in sample of hard skills
32890,RFI/RFP,1,more than one capital letter
32891,SLAs,1,more than one capital letter
32892,vendors,1,in sample of hard skills
32893,Undergraduate Degree,0,not detected as hard skill
32894,Adeptness,1,unusual word
32895,upgrading,0,not detected as hard skill
32896,-,0,not detected as hard skill
32897,ordination,0,not detected as hard skill
32898,appropriate stakeholders,1,not in english dictionary
32899,Strong subject matter expertise,1,in sample of hard skills
32900,highly complex troubleshooting/problem resolution,1,unusual word
32901,highly complex and/or comprehensive applications/systems,1,in sample of hard skills
32902,targeted and controlled remediation plans,0,not detected as hard skill
32903,Readiness,0,not detected as hard skill
32904,technical expertise,1,in sample of hard skills
32905,specialization,0,not detected as hard skill
32906,Strong interpersonal communication skills,1,in sample of hard skills
32907,vendors,1,in sample of hard skills
32908,Willingness,0,not detected as hard skill
32909,TD services,1,more than one capital letter
32910,analytical tools,1,in sample of hard skills
32911,abreast,1,unusual word
32912,new innovations,0,not detected as hard skill
32913,Skillsets Required,1,unusual word
32914,Now related configurations,0,not detected as hard skill
32915,databases,0,not detected as hard skill
32916,one or more ServiceNow Platform areas,1,in sample of hard skills
32917,Microsoft Azure,1,in sample of hard skills
32918,SQL/NoSQL database,1,in sample of hard skills
32919,containers,0,not detected as hard skill
32920,messaging,1,in sample of hard skills
32921,microservices,1,unusual word
32922,5G RAN,1,in sample of hard skills
32923,OAM,1,more than one capital letter
32924,all software verification / integration,1,in sample of hard skills
32925,software regression test environments,1,in sample of hard skills
32926,contracted design work,1,in sample of hard skills
32927,third-party partnerships,0,not detected as hard skill
32928,OEM solutions,1,more than one capital letter
32929,3GPP,1,more than one capital letter
32930,specifications,0,not detected as hard skill
32931,4G,1,in sample of hard skills
32932,5G networks,1,in sample of hard skills
32933,the open RAN ecosystem,1,in sample of hard skills
32934,compelling customer value,1,in sample of hard skills
32935,real network deployments,1,in sample of hard skills
32936,eNodeB/gNodeB Software,1,more than one capital letter
32937,IPv4,1,more than one capital letter
32938,", IPSec",1,more than one capital letter
32939,DHCP,1,more than one capital letter
32940,SCTP,1,more than one capital letter
32941,Precision Timing Protocol,1,in sample of hard skills
32942,PTP,1,more than one capital letter
32943,Familiarity,0,not detected as hard skill
32944,hardware accelerators,1,in sample of hard skills
32945,encryption,0,not detected as hard skill
32946,Fronthaul,1,unusual word
32947,Midhaul,1,unusual word
32948,Backhaul,1,unusual word
32949,5G RAN,1,in sample of hard skills
32950,4G/5G SW development experience,1,in sample of hard skills
32951,Carrier grade Transport solution,1,in sample of hard skills
32952,5G RAN,1,in sample of hard skills
32953,OAM,1,more than one capital letter
32954,all software verification / integration,1,in sample of hard skills
32955,software regression test environments,1,in sample of hard skills
32956,contracted design work,1,in sample of hard skills
32957,third-party partnerships,0,not detected as hard skill
32958,OEM solutions,1,more than one capital letter
32959,3GPP,1,more than one capital letter
32960,specifications,0,not detected as hard skill
32961,4G,1,in sample of hard skills
32962,5G networks,1,in sample of hard skills
32963,the open RAN ecosystem,1,in sample of hard skills
32964,compelling customer value,1,in sample of hard skills
32965,real network deployments,1,in sample of hard skills
32966,eNodeB/gNodeB Software,1,more than one capital letter
32967,IPv4,1,more than one capital letter
32968,", IPSec",1,more than one capital letter
32969,DHCP,1,more than one capital letter
32970,SCTP,1,more than one capital letter
32971,Precision Timing Protocol,1,in sample of hard skills
32972,PTP,1,more than one capital letter
32973,Familiarity,0,not detected as hard skill
32974,hardware accelerators,1,in sample of hard skills
32975,encryption,0,not detected as hard skill
32976,Fronthaul,1,unusual word
32977,Midhaul,1,unusual word
32978,Backhaul,1,unusual word
32979,5G RAN,1,in sample of hard skills
32980,4G/5G SW development experience,1,in sample of hard skills
32981,Carrier grade Transport solution,1,in sample of hard skills
32982,Agile environment,1,in sample of hard skills
32983,defects,0,not detected as hard skill
32984,a timely manner,0,not detected as hard skill
32985,a scrum team,0,not detected as hard skill
32986,the continuous integration,1,in sample of hard skills
32987,CI,1,more than one capital letter
32988,completeness,0,not detected as hard skill
32989,the DU functionality,1,more than one capital letter
32990,"Organized, goal-oriented, self-starter",1,in sample of hard skills
32991,a collaborative team environment,0,not detected as hard skill
32992,the scrum team,0,not detected as hard skill
32993,the deliverables,1,unusual word
32994,Demonstrable C/C++ programming experience,1,unusual word
32995,wireless technologies,1,in sample of hard skills
32996,4G,1,in sample of hard skills
32997,5G,1,in sample of hard skills
32998,3GPP,1,more than one capital letter
32999,ORAN,1,more than one capital letter
33000,interfaces,1,in sample of hard skills
33001,streaming technologies,1,in sample of hard skills
33002,microservice architectures,1,unusual word
33003,strong partnerships,0,not detected as hard skill
33004,containerized and serverless microservices,1,unusual word
33005,AWS,1,in sample of hard skills
33006,Lambda,1,in sample of hard skills
33007,Docker,1,unusual word
33008,scalable AI prototypes,1,unusual word
33009,AWS IoT,1,in sample of hard skills
33010,Kinesis,1,unusual word
33011,Snowflake,0,not detected as hard skill
33012, Build high volume/high-frequency data loading and transformation processes,1,in sample of hard skills
33013,various initiatives,0,not detected as hard skill
33014,stakeholders,1,not in english dictionary
33015, BS/MS,1,more than one capital letter
33016,building backend data services,1,in sample of hard skills
33017,APIs,1,more than one capital letter
33018,microservices,1,unusual word
33019, Experience building high scale Event-Driven Architecture,1,in sample of hard skills
33020, AWS services,1,in sample of hard skills
33021,Aurora,0,not detected as hard skill
33022,"RDS, S3",1,more than one capital letter
33023,Fargate,1,unusual word
33024,Lambda,1,in sample of hard skills
33025,EKS/ECS,1,more than one capital letter
33026, Kubernetes,1,in sample of hard skills
33027, High proficiency,0,not detected as hard skill
33028,JavaScript,1,in sample of hard skills
33029,TypeScript,1,more than one capital letter
33030, Design ML& AI solutions,1,in sample of hard skills
33031, Build ML applications,1,more than one capital letter
33032,AWS technologies,1,in sample of hard skills
33033, Build ML models,1,more than one capital letter
33034,Python frameworks,1,in sample of hard skills
33035,optimization,1,in sample of hard skills
33036,clustering,0,not detected as hard skill
33037,Python Data Science Libraries,1,in sample of hard skills
33038,Data Analysis/Data Cleaning/Feature Engineering/Modelling/Testing/Validation,1,in sample of hard skills
33039, Time Series Modeling,1,in sample of hard skills
33040, AWS,1,in sample of hard skills
