Data,Result,Reason
Monitor system life cycles,1,in sample of hard skills
both specs,0,not detected as hard skill
functionality support business objectives,1,in sample of hard skills
meaningful metrics,1,in sample of hard skills
performance and resource utilization,1,in sample of hard skills
RFI/RFP,1,more than one capital letter
SLAs,1,more than one capital letter
vendors,1,in sample of hard skills
Undergraduate Degree,0,not detected as hard skill
Adeptness,1,unusual word
upgrading,0,not detected as hard skill
-,0,not detected as hard skill
ordination,0,not detected as hard skill
appropriate stakeholders,1,not in english dictionary
Strong subject matter expertise,1,in sample of hard skills
highly complex troubleshooting/problem resolution,1,unusual word
highly complex and/or comprehensive applications/systems,1,in sample of hard skills
targeted and controlled remediation plans,0,not detected as hard skill
Readiness,0,not detected as hard skill
technical expertise,1,in sample of hard skills
specialization,0,not detected as hard skill
Strong interpersonal communication skills,1,in sample of hard skills
vendors,1,in sample of hard skills
Willingness,0,not detected as hard skill
TD services,1,more than one capital letter
analytical tools,1,in sample of hard skills
abreast,1,unusual word
new innovations,0,not detected as hard skill
Skillsets Required,1,unusual word
Now related configurations,0,not detected as hard skill
databases,0,not detected as hard skill
one or more ServiceNow Platform areas,1,in sample of hard skills
Microsoft Azure,1,in sample of hard skills
SQL/NoSQL database,1,in sample of hard skills
containers,0,not detected as hard skill
messaging,1,in sample of hard skills
microservices,1,unusual word
5G RAN,1,in sample of hard skills
OAM,1,more than one capital letter
all software verification / integration,1,in sample of hard skills
software regression test environments,1,in sample of hard skills
contracted design work,1,in sample of hard skills
third-party partnerships,0,not detected as hard skill
OEM solutions,1,more than one capital letter
3GPP,1,more than one capital letter
specifications,0,not detected as hard skill
4G,1,in sample of hard skills
5G networks,1,in sample of hard skills
the open RAN ecosystem,1,in sample of hard skills
compelling customer value,1,in sample of hard skills
real network deployments,1,in sample of hard skills
eNodeB/gNodeB Software,1,more than one capital letter
IPv4,1,more than one capital letter
", IPSec",1,more than one capital letter
DHCP,1,more than one capital letter
SCTP,1,more than one capital letter
Precision Timing Protocol,1,in sample of hard skills
PTP,1,more than one capital letter
Familiarity,0,not detected as hard skill
hardware accelerators,1,in sample of hard skills
encryption,0,not detected as hard skill
Fronthaul,1,unusual word
Midhaul,1,unusual word
Backhaul,1,unusual word
5G RAN,1,in sample of hard skills
4G/5G SW development experience,1,in sample of hard skills
Carrier grade Transport solution,1,in sample of hard skills
5G RAN,1,in sample of hard skills
OAM,1,more than one capital letter
all software verification / integration,1,in sample of hard skills
software regression test environments,1,in sample of hard skills
contracted design work,1,in sample of hard skills
third-party partnerships,0,not detected as hard skill
OEM solutions,1,more than one capital letter
3GPP,1,more than one capital letter
specifications,0,not detected as hard skill
4G,1,in sample of hard skills
5G networks,1,in sample of hard skills
the open RAN ecosystem,1,in sample of hard skills
compelling customer value,1,in sample of hard skills
real network deployments,1,in sample of hard skills
eNodeB/gNodeB Software,1,more than one capital letter
IPv4,1,more than one capital letter
", IPSec",1,more than one capital letter
DHCP,1,more than one capital letter
SCTP,1,more than one capital letter
Precision Timing Protocol,1,in sample of hard skills
PTP,1,more than one capital letter
Familiarity,0,not detected as hard skill
hardware accelerators,1,in sample of hard skills
encryption,0,not detected as hard skill
Fronthaul,1,unusual word
Midhaul,1,unusual word
Backhaul,1,unusual word
5G RAN,1,in sample of hard skills
4G/5G SW development experience,1,in sample of hard skills
Carrier grade Transport solution,1,in sample of hard skills
Agile environment,1,in sample of hard skills
defects,0,not detected as hard skill
a timely manner,0,not detected as hard skill
a scrum team,0,not detected as hard skill
the continuous integration,1,in sample of hard skills
CI,1,more than one capital letter
completeness,0,not detected as hard skill
the DU functionality,1,more than one capital letter
"Organized, goal-oriented, self-starter",1,in sample of hard skills
a collaborative team environment,0,not detected as hard skill
the scrum team,0,not detected as hard skill
the deliverables,1,unusual word
Demonstrable C/C++ programming experience,1,unusual word
wireless technologies,1,in sample of hard skills
4G,1,in sample of hard skills
5G,1,in sample of hard skills
3GPP,1,more than one capital letter
ORAN,1,more than one capital letter
interfaces,1,in sample of hard skills
streaming technologies,1,in sample of hard skills
microservice architectures,1,unusual word
strong partnerships,0,not detected as hard skill
containerized and serverless microservices,1,unusual word
AWS,1,in sample of hard skills
Lambda,1,in sample of hard skills
Docker,1,unusual word
scalable AI prototypes,1,unusual word
AWS IoT,1,in sample of hard skills
Kinesis,1,unusual word
Snowflake,0,not detected as hard skill
 Build high volume/high-frequency data loading and transformation processes,1,in sample of hard skills
various initiatives,0,not detected as hard skill
stakeholders,1,not in english dictionary
 BS/MS,1,more than one capital letter
building backend data services,1,in sample of hard skills
APIs,1,more than one capital letter
microservices,1,unusual word
 Experience building high scale Event-Driven Architecture,1,in sample of hard skills
 AWS services,1,in sample of hard skills
Aurora,0,not detected as hard skill
"RDS, S3",1,more than one capital letter
Fargate,1,unusual word
Lambda,1,in sample of hard skills
EKS/ECS,1,more than one capital letter
 Kubernetes,1,in sample of hard skills
 High proficiency,0,not detected as hard skill
JavaScript,1,in sample of hard skills
TypeScript,1,more than one capital letter
 Design ML& AI solutions,1,in sample of hard skills
 Build ML applications,1,more than one capital letter
AWS technologies,1,in sample of hard skills
 Build ML models,1,more than one capital letter
Python frameworks,1,in sample of hard skills
optimization,1,in sample of hard skills
clustering,0,not detected as hard skill
Python Data Science Libraries,1,in sample of hard skills
Data Analysis/Data Cleaning/Feature Engineering/Modelling/Testing/Validation,1,in sample of hard skills
 Time Series Modeling,1,in sample of hard skills
 AWS,1,in sample of hard skills
Sagemaker/Step Function/ECS/Lambdas,1,unusual word
 CI/CD,1,more than one capital letter
 Optimize system resources,1,in sample of hard skills
video processing capabilities,1,in sample of hard skills
warping,1,unusual word
algorithm teams,0,not detected as hard skill
various interfaces,1,in sample of hard skills
SPI,1,more than one capital letter
UART,1,more than one capital letter
Ethernet,0,not detected as hard skill
our camera processor,1,in sample of hard skills
3rd party middleware,1,unusual word
firmware development,1,in sample of hard skills
constrained environments,0,not detected as hard skill
debugging skills,1,unusual word
RTOS environments,1,more than one capital letter
real-time embedded issues,1,in sample of hard skills
threading,1,unusual word
optimization,1,in sample of hard skills
Python,0,not detected as hard skill
Perl,1,unusual word
 Excellent verbal and written communication skills,1,in sample of hard skills
Board Software Packages,1,in sample of hard skills
BSPs,1,more than one capital letter
I2C,1,in sample of hard skills
UART,1,more than one capital letter
SPI and Ethernet protocols,1,more than one capital letter
graphics API,1,in sample of hard skills
OpenVG,1,more than one capital letter
OpenGL,1,more than one capital letter
 AUTOSAR system development experience,1,more than one capital letter
automotive or other safety-critical industries,1,in sample of hard skills
various cryptographic authentications,1,unusual word
hashing,1,unusual word
encryption algorithms,0,not detected as hard skill
 Coordinate,0,not detected as hard skill
